timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure
1.448768,-0.007076,0.046848,1.016748,0.001363,-0.000702,0.001575,-3.004857,-19.447155,43.271118,1016.159668
1.457573,-0.006832,0.046848,1.018700,-0.000762,-0.000691,-0.000253,-3.123991,-19.378696,43.125427,1016.159668
1.466383,-0.006100,0.046360,1.016016,0.001653,0.001123,-0.002951,-3.219297,-19.475130,43.164032,1016.156250
1.476358,-0.007808,0.048800,1.017236,0.001926,0.000503,-0.003502,-3.250212,-19.552277,43.194916,1016.156250
1.491295,-0.006344,0.047336,1.016260,0.000092,-0.001908,-0.002543,-3.274945,-19.613995,43.219624,1016.156250
1.500719,-0.005612,0.046360,1.016992,-0.000210,-0.001876,-0.001599,-3.294730,-19.663368,43.239391,1016.152100
1.517245,-0.005856,0.046116,1.018212,0.001896,-0.001844,-0.002173,-3.174569,-19.803667,43.140682,1016.152100
1.526048,-0.007564,0.045872,1.016260,0.001263,-0.000612,-0.001836,-3.078439,-19.915907,43.061714,1016.152100
1.534866,-0.005856,0.044896,1.016260,-0.000560,-0.000602,-0.001505,-3.001536,-20.005699,42.998539,1016.152100
1.543682,-0.006832,0.046848,1.016016,-0.001151,0.000610,-0.000578,-2.940013,-20.077532,42.947998,1016.149170
1.559757,-0.007564,0.047092,1.016260,0.000069,-0.001202,-0.000869,-2.890795,-20.134998,42.907566,1016.149170
1.568555,-0.006588,0.045872,1.015772,-0.002935,0.000319,-0.002356,-2.955032,-20.063372,43.008217,1016.149170
1.577375,-0.005368,0.045872,1.015284,-0.001084,0.000014,0.000987,-3.006422,-20.006069,43.088737,1016.149170
1.586195,-0.006588,0.046116,1.015772,-0.001065,-0.000587,0.000069,-3.047534,-19.960228,43.153152,1016.141357
1.602284,-0.007076,0.046116,1.017480,0.000454,0.000023,-0.000833,-3.080423,-19.923555,43.204685,1016.141357
