time,lat,lon,alt,vn,ve,vd,roll,pitch,yaw
84847.632000000,0.785382855,0.000015056,-51.866303659,-21.383640327,29.637611787,31.099464200,2.927265958,-1.116173519,-0.118590465
84847.647000000,0.785382985,0.000015397,-52.131283660,-20.637005973,30.160614922,31.336834855,3.000081371,-1.088989303,-0.069644696
84847.659000000,0.785383129,0.000015717,-52.278179784,-19.932546131,30.679139853,31.525114881,3.067495985,-1.060844283,-0.026984398
84847.673000000,0.785383268,0.000016060,-52.506404853,-19.214613878,31.197205466,31.753900715,3.130918005,-1.031946352,0.011384361
84847.686000000,0.785383412,0.000016401,-52.695414362,-18.516296804,31.713431726,31.967736681,0.048824354,-2.139219270,-3.096416994
84847.700000000,0.785383553,0.000016741,-52.931151135,-17.801438813,32.281994201,32.211615394,0.079261349,-2.169986684,-3.098641056
84847.717000000,0.785383691,0.000017109,-53.250460575,-17.073337194,32.855810399,32.497246976,0.110118828,-2.200361720,-3.100068114
84847.729000000,0.785383840,0.000017457,-53.450817676,-16.383741373,33.434643973,32.729266089,0.140633929,-2.230365164,-3.102927638
84847.741000000,0.785383994,0.000017802,-53.616007353,-15.713171118,34.014859823,32.945281872,0.171024186,-2.259891236,-3.106602670
84847.752000000,0.785384148,0.000018154,-53.784341072,-15.051652475,34.596012980,33.163303796,0.201480807,-2.288944530,-3.110823883
84847.768000000,0.785384296,0.000018543,-54.077747930,-14.371834361,35.176415048,33.440701856,0.232582130,-2.317404747,-3.114977285
84847.779000000,0.785384453,0.000018910,-54.253450797,-13.727858199,35.763754590,33.661861838,0.263589175,-2.345488734,-3.120292811
84847.793000000,0.785384607,0.000019308,-54.520937298,-13.073086485,36.351161410,33.925746141,0.295338690,-2.372973006,-3.125620255
84847.811000000,0.785384756,0.000019747,-54.914358532,-12.402574378,36.939750612,34.247411907,0.328185073,-2.399813705,-3.130872714
84847.828000000,0.785384909,0.000020191,-55.274116877,-11.748157811,37.539139238,34.550583250,0.361810822,-2.426143189,-3.136795483
84847.845000000,0.785385065,0.000020651,-55.647277941,-11.100521488,38.147748142,34.856779207,0.396479023,-2.451947621,3.140013454
84847.862000000,0.785385222,0.000021134,-56.056037396,-10.456729692,38.764239765,35.175153986,0.432448080,-2.477078499,3.133363464
84847.879000000,0.785385383,0.000021624,-56.431017189,-9.829401686,39.394597710,35.471890969,0.469509818,-2.501669119,3.126075440
84847.895000000,0.785385548,0.000022118,-56.770128358,-9.218335358,40.038123422,35.745888522,0.507649236,-2.525612699,3.118223113
84847.906000000,0.785385719,0.000022588,-56.971577274,-8.640023945,40.700627838,35.951738782,0.546276760,-2.549126313,3.109381763
84847.920000000,0.785385886,0.000023093,-57.264985999,-8.058798031,41.359975401,36.191825231,0.586090009,-2.571744804,3.100554577
84847.933000000,0.785386056,0.000023598,-57.513828789,-7.494688422,42.032278252,36.404359522,0.626831815,-2.593726403,3.091185033
84847.947000000,0.785386225,0.000024131,-57.813212181,-6.933889063,42.708629078,36.630225000,0.668847545,-2.614858847,3.081638299
84847.964000000,0.785386393,0.000024708,-58.213408374,-6.369480005,43.387917996,36.888315477,0.712782129,-2.634983820,3.072189505
84847.982000000,0.785386561,0.000025318,-58.652687348,-5.810787503,44.082127496,37.149297732,0.758785285,-2.654139338,3.062513794
84847.998000000,0.785386731,0.000025942,-59.053176364,-5.266812766,44.803803683,37.378746134,0.806900507,-2.672487752,3.053680660
84848.014000000,0.785386903,0.000026572,-59.401159067,-4.739742076,45.552914206,37.572030817,0.856818803,-2.689992978,3.043087652
84848.025000000,0.785387077,0.000027182,-59.614311775,-4.238772802,46.336668984,37.698353650,0.907895961,-2.706914571,3.031649877
84848.039000000,0.785387249,0.000027839,-59.925589991,-3.737037948,47.122153345,37.847431356,0.960927283,-2.722609120,3.020304124
84848.052000000,0.785387422,0.000028501,-60.183664772,-3.250970329,47.934887083,37.960172757,1.015602696,-2.737426490,3.008500710
84848.066000000,0.785387593,0.000029199,-60.489124044,-2.770202112,48.761088329,38.072046208,1.072392393,-2.751132775,2.996697292
84848.083000000,0.785387763,0.000029954,-60.886498084,-2.290276143,49.601192612,38.193720971,1.132045688,-2.763411093,2.985122184
84848.101000000,0.785387932,0.000030757,-61.329290243,-1.816631914,50.470493359,38.303279679,1.194930992,-2.774344116,2.972372894
84848.116000000,0.785388101,0.000031563,-61.670870298,-1.362626144,51.394720420,38.352795990,1.260503582,-2.784401163,2.960668393
84848.129000000,0.785388270,0.000032365,-61.915324502,-0.928027561,52.366216123,38.347760100,1.328180926,-2.793623917,2.948650819
84848.142000000,0.785388436,0.000033198,-62.164268131,-0.502823275,53.366746717,38.319402430,1.398226490,-2.801678912,2.936708896
84848.153000000,0.785388601,0.000034036,-62.354154181,-0.092133341,54.407328371,38.250704352,1.470261096,-2.808793920,2.924635264
84848.167000000,0.785388764,0.000034937,-62.630944969,0.317029011,55.468992421,38.176617916,1.545320878,-2.814396347,2.913072080
84848.180000000,0.785388925,0.000035853,-62.856425069,0.712357129,56.579073321,38.060812754,1.622948871,-2.819089983,2.901695701
84848.195000000,0.785389084,0.000036820,-63.124055130,1.101467307,57.724227128,37.922671888,1.703684696,-2.822542558,2.890878599
84848.211000000,0.785389240,0.000037863,-63.472218878,1.487233098,58.911873408,37.762232001,1.788453619,-2.824571805,2.879738730
84848.227000000,0.785389394,0.000038935,-63.770753232,1.858741715,60.170310647,37.551519908,1.877016122,-2.825799592,2.870457551
