Power (W),Thrust
0.14905327118604356,-0.000725
0.3172300211968109,0.061564
1.9952037498318702,0.104568
5.761271213473134,0.329552
13.640775162163049,0.684417
25.32722544629264,1.159301
43.03423587025973,1.746418
56.60667932836977,2.509086
56.225840350757515,2.986322
58.41239886651347,3.010959
