Power (W),Thrust
0.08231461259092328,4.3e-05
0.08403880659876464,0.02963
0.6185174062529285,0.050529
1.981438625502338,0.161811
4.689195900851184,0.351226
9.910618454369876,0.624082
15.823700822441491,0.988057
27.303265476340766,1.402576
41.953205470760714,1.943276
58.51795222699347,2.58736
