Power (W),Thrust (N),Throttle (%)
0.0,0.00436,0.0
0.0,0.004139,0.07142857142857142
0.0,0.02553,0.14285714285714285
0.0,0.092737,0.21428571428571427
0.0,0.189105,0.2857142857142857
0.0,0.311504,0.3571428571428571
0.0,0.431525,0.42857142857142855
0.0,0.72446,0.5
0.0,0.944404,0.5
0.0,0.799602,0.42857142857142855
0.0,0.635063,0.3571428571428571
0.0,0.449001,0.2857142857142857
0.0,0.32701,0.21428571428571427
0.0,0.198327,0.14285714285714285
0.0,0.095505,0.07142857142857142
0.0,0.026746,0.0
