Power (W),Thrust (N),Throttle (%)
0.0,-0.008873,0.0
0.0,-0.008947,0.07142857142857142
0.0,0.026721,0.14285714285714285
0.0,0.127494,0.21428571428571427
0.0,0.249259,0.2857142857142857
0.0,0.409728,0.3571428571428571
0.0,0.572923,0.42857142857142855
0.0,0.923007,0.5
0.0,1.198867,0.5
0.0,1.007408,0.42857142857142855
0.0,0.800369,0.3571428571428571
0.0,0.594676,0.2857142857142857
0.0,0.42529,0.21428571428571427
0.0,0.259227,0.14285714285714285
0.0,0.133307,0.07142857142857142
0.0,0.027018,0.0
